322	209	250.14437772333622
323	183	233.42075496912003
323	193	250.55743176490068
318	155	245.71486040949821
323	174	231.5380897372961
324	163	235.43613217771053
327	137	258.5541971027851
267	134	287.34327517449856
329	111	266.5181942284107
330	98	266.67278753593564
333	62	277.4108083220199
322	213	250.83087924867868
322	217	252.59781386703253
322	218	255.4065739735961
322	240	260.6724285520613
321	244	259.2912810854614
321	249	257.65697341412306
321	254	259.0514807961881
321	260	264.9140967056155
323	188	236.75959259271622
316	187	246.4191772043705
242	101	325.6393801420927
291	143	278.91603698953986
283	143	279.66631185263395
275	142	281.9090847391635
264	137	288.4378867223859
298	142	280.06398216821253
282	115	278.3423023298383
291	117	278.37561555206776
273	116	280.9671410359442
266	120	283.7965643964708
257	142	291.8854917399585
289	262	273.5818930203095
265	132	290.2465299703181
237	138	324.59935769438744
250	135	300.063387863338
280	175	268.21256978437304
309	207	251.37726198881865
310	216	253.98003086447716
296	209	256.3047155737877
288	211	263.7247456237674
301	216	258.0560375005007
294	216	264.8494740948081
279	230	277.6120020309463
316	182	234.0741030871868
316	173	232.5475875288248
256	108	288.11297472566366
300	156	269.7650972753763
297	179	251.6443394124508
297	175	254.15284000337124
255	172	278.56328850612044
317	163	237.7256453037262
275	97	276.768276526127
264	100	282.5877389404923
251	85	313.1836526095867
310	107	268.8071367330849
299	122	279.93023497983813
273	217	278.5632042447105
244	219	335.21430790424347
303	185	253.87602616101503
310	188	253.24805788695812
279	219	278.5281471442431
283	219	276.57867810921744
260	95	286.32648224011064
296	183	255.30688427388668
290	98	271.94584095850587
289	91	271.0220634005964
284	64	286.65098547935486
255	90	298.0114171281457
287	77	278.65535446908325
251	105	294.4773839786649
247	104	309.3042306602001
309	212	252.01865881681442
299	213	256.9823145866394
291	214	263.85642904788256
305	187	255.61175793409348
281	219	277.5543892523274
285	227	274.0321901568677
285	220	276.5958200558089
307	182	244.48796100914478
296	216	265.6869351863861
303	216	260.52550841122866
311	217	256.6494097933173
306	258	265.7299295067787
307	252	260.2346380241215
307	247	259.4067607074976
309	242	260.9077683649957
310	238	262.1787521056831
294	231	270.0881145428866
292	232	268.9601513557136
290	234	267.9303837008774
288	236	269.31427773088217
283	204	266.4132946636528
237	177	349.4486078619957
323	190	245.72212994098663
290	227	274.60178777982946
287	227	273.8638858660124
312	192	252.60109826922417
298	189	260.245824046433
311	190	252.79457475990057
291	160	271.72560391481966
276	164	273.675851279404
295	179	257.95338302850723
264	72	299.3512647226453
268	81	287.79865046963096
272	90	278.3833322580904
285	240	273.8054747809656
308	94	267.3304009716958
308	79	273.2798818149604
307	61	279.0757305454463
268	140	285.3433416225016
