249	147	295.34242134541273
303	139	281.0387084260583
258	124	290.5890461988747
307	151	267.6343244500458
302	176	244.93538346141577
240	153	302.85996310412884
253	152	288.08386381715536
263	155	280.9150531422347
279	156	277.83538952935487
291	154	276.2904732255265
301	150	274.7253885434475
319	139	261.3038010895252
239	169	299.1684917360544
253	121	294.3439466878772
319	187	237.1752180159092
300	163	265.01766704022884
236	139	347.8803314268589
308	146	273.9843701419886
294	180	265.19136233255267
262	131	291.8254013173282
302	171	248.0780441313982
239	197	344.1686578094959
304	136	283.17813840694726
309	166	241.65771808475256
258	238	299.0510933101177
260	249	309.4435032457113
234	174	324.3565045297146
248	227	307.14320465922356
242	120	319.198427721858
289	269	276.31851255428046
320	190	246.24050818383694
292	169	267.02811354771256
244	137	307.04148653894663
276	138	282.5875550508499
283	139	280.7280891109258
282	228	275.04241447895765
239	187	299.7023679316044
303	282	276.1321325902827
281	268	291.4036178961396
272	260	299.63897466659546
331	81	271.5218027122319
319	286	273.883771430701
290	139	280.48300314694643
297	138	281.5745239146054
301	137	283.16794969141483
247	120	301.7700435593724
297	131	280.8445552829653
290	128	280.0549818202853
283	127	280.4608733858913
276	128	282.34067987650633
270	129	284.51361721381545
237	118	338.6254392564297
271	136	285.16013734042645
323	198	252.20517925918102
292	200	260.8603432774544
303	183	251.62959955632687
310	198	253.2181601971388
328	125	264.96401941403747
269	250	292.7539825439453
279	259	285.0181171670556
302	278	268.82884595543146
252	237	322.4000867456198
302	134	282.37442490644753
312	152	257.22386464476585
319	281	266.9552912004292
291	276	282.44219976477325
235	193	321.3608633726835
301	235	265.7358529046178
299	237	264.70988700166345
297	241	263.592538703233
296	245	264.74703988060355
294	250	269.3887950386852
287	217	271.3578912196681
284	216	271.67706575710326
282	214	271.6244461713359
276	209	272.9485425166786
248	191	285.0566438399255
313	144	265.0030798278749
310	128	278.4873274853453
305	130	281.4641614444554
290	216	271.60730524919927
249	213	294.92865428328514
317	126	269.4186983630061
291	255	271.83877672068775
325	154	243.39289255440235
318	148	253.03904861211777
326	146	251.41219180077314
305	165	255.51598984748125
320	274	264.5610695704818
320	266	264.9318628013134
305	264	266.7196957860142
274	232	280.9400856960565
286	186	267.58702639490366
282	245	276.8894163891673
266	184	271.1018215632066
277	194	269.91705978289247
259	197	276.8767846049741
303	271	266.5801107417792
300	169	259.99522395431995
270	239	286.13807475194335
279	251	280.7851328048855
268	219	280.9146761428565
241	202	301.17415096610785
259	222	286.83691788464785
240	211	316.9597193598747
270	203	274.1618650732562
306	158	261.53570488095284
305	180	243.20745393633842
299	182	250.57177413254976
309	174	238.74886259436607
303	117	277.33949192333966
290	110	277.33413197565824
279	108	278.23532389011234
269	110	281.39685937203467
262	115	285.7124352827668
257	133	294.8777511715889
234	156	324.8846970498562
261	145	287.52379743382335
270	148	283.1196666229516
281	149	280.03876828588545
292	148	278.184862062335
300	146	278.5526175284758
306	143	277.91715101338923
236	158	351.10548734664917
300	185	254.00498043745756
311	159	250.3078131005168
311	181	237.65124529600143
315	186	240.13450741767883
311	183	241.0262830555439
301	187	256.2814010307193
316	187	238.16936127841473
317	189	246.33179735392332
306	136	281.8716147914529
311	138	277.4203621316701
313	139	272.49310831539333
267	131	287.0271345600486
262	125	287.8647052682936
332	156	245.59864830225706
389	143	286.2649063579738
331	189	246.31212167441845
423	114	324.23431165516376
364	149	278.1811309978366
373	150	278.833304066211
381	150	280.9821405913681
393	146	287.24607080221176
357	146	279.5389055274427
377	122	277.5031562661752
367	123	277.71402748767287
386	124	279.9689619336277
392	129	282.7565281186253
399	152	290.63786659389734
353	267	273.1065792730078
393	141	289.16353369131684
424	151	323.23837354779243
408	146	298.73007629066706
370	181	267.64252060092986
336	209	251.1799868196249
334	217	253.79183031618595
349	212	255.96918407827616
358	216	263.29012271016836
344	218	257.75266978889704
352	220	264.43041367456317
367	235	276.93566950038075
330	183	234.0070627629757
331	175	232.38526061177254
405	119	286.87370605766773
352	160	269.3145563825965
351	183	251.3378532603383
352	179	253.84960137307644
397	182	277.46906189713627
332	164	237.55001686513424
386	105	275.9348350111395
397	110	281.5078902989626
415	96	311.7537636309862
349	110	268.5338132083416
359	126	279.42655202932656
374	224	277.7601653477177
407	231	334.156771376729
344	188	253.55794727802277
337	190	253.11664696782827
368	224	277.84887878224254
363	224	276.0291560553014
402	105	285.1728364825249
352	187	254.97917141765356
370	104	271.2923248298466
372	97	270.36157944239676
382	71	285.8345082961023
409	101	296.8486363068223
376	84	277.97182770445943
410	117	293.2364782318473
416	116	308.0096947029233
335	214	251.81796196848154
346	216	256.73871766775846
355	218	263.330231141299
342	189	255.4432187229395
366	224	276.93176440661773
361	232	273.4592434950173
361	224	275.9456675965339
339	185	244.2375883460045
350	219	265.2981648221612
342	219	260.16129832714796
333	218	256.51591923087835
335	259	265.5507533811033
335	253	259.98526522889733
335	248	259.08121252432466
334	243	260.78307377174497
333	240	262.01495407149196
350	235	269.5772476028651
352	236	268.5561980586499
355	238	267.4412782303989
357	241	268.832121649757
363	209	265.8881903626025
421	190	348.14621433615685
355	231	273.9940724975895
358	231	273.3544964459725
334	194	252.45487987995148
349	192	259.95316905900836
336	192	252.63722874224186
362	165	271.1239249445498
376	171	272.7957929717377
354	183	257.60929733514786
402	82	298.23302309960127
396	90	286.83669148012996
389	99	277.4608798325062
359	245	273.2486483640969
352	97	267.07633258774877
355	82	273.06457022204995
359	65	278.59462222550064
388	149	284.2536863870919
408	158	294.00886595249176
352	143	280.56047805584967
400	134	289.32456467300653
346	154	267.3144640401006
345	179	244.67761628329754
416	165	301.44327115267515
402	163	286.7375088855624
391	164	279.7794188372791
375	162	276.971888076514
362	159	275.68478108150885
353	154	274.2190261313226
335	140	261.1604296602309
415	182	297.7191811427474
407	133	293.0019497871399
327	188	237.10621483623981
351	167	264.6756302565336
426	152	346.60409837961197
347	149	273.6607636208646
355	184	264.86263014376163
396	141	290.67958341911435
347	174	247.80462123453617
416	210	343.0323652923107
353	140	282.5790505390614
339	168	241.4134655147791
388	248	298.2008347287774
386	258	308.6946001276374
422	187	323.0192057788372
400	238	306.1012849211693
421	133	317.8095005452633
352	274	275.8978146070149
326	190	246.25308234244585
359	174	266.5496608708054
416	149	305.7196632027626
380	145	281.545047275722
373	145	279.87507269717753
363	233	274.3627506773919
413	199	298.40134512633085
336	285	275.8666218142025
361	275	290.9641298465431
372	268	299.01919178664684
366	144	279.7552078962326
359	143	280.894726421684
355	141	282.561791036278
413	132	300.37369318306446
360	135	280.18135242164135
368	134	279.28758268244565
375	134	279.60110479034483
382	136	281.3851001672447
387	138	283.5321971680969
426	131	337.1539492160082
386	144	284.08109033480287
355	204	260.46402268111706
344	186	251.41191110014915
336	200	253.13927922397852
375	258	292.00667859986424
364	266	284.51494900509715
337	281	268.60324717126787
397	247	321.37486562132835
355	138	281.7512372508645
340	154	257.02941082417965
350	281	281.9964420516044
418	206	320.09535022079945
343	238	265.3984282165766
344	240	264.33939188718796
346	244	263.13969073817134
347	249	264.3519855104387
349	254	268.9687644597143
359	221	270.7574889762327
362	220	271.07170643284917
364	219	271.0148755693808
371	215	272.2550688078627
402	202	283.8262408040464
340	146	264.7119072265923
347	130	278.21290164720267
351	133	281.03287876583636
356	220	271.13862433470786
400	224	293.82177386432886
339	128	269.2026920616627
351	259	271.3735720375553
334	149	252.86578461527824
345	167	255.22272735834122
336	266	266.5151270106435
371	239	280.2355809137225
363	191	267.1405915170908
362	250	276.3261667685583
384	192	270.2042344491929
371	200	269.31487754918635
390	207	275.8728403830901
338	274	266.33259477093816
350	173	259.6718988381326
375	247	285.4188019409776
364	257	280.08640236221254
379	227	280.0326246302575
409	214	299.9602170661092
388	232	285.79317359253764
411	223	315.7821126282215
378	211	273.33717317087576
345	161	261.2200918607414
342	183	242.9826045408845
348	186	250.30625592917204
339	177	238.47732059657574
354	121	276.95613004034385
368	116	276.63532841252163
381	115	277.4897750932723
391	119	280.4016578476876
397	125	284.5822495408356
401	143	293.63744370639324
424	169	323.49352426826954
394	155	286.3726790063083
385	156	282.18515790067613
374	156	279.2147185886279
363	153	277.53189837094396
355	150	278.0594465089962
349	146	277.54152133129537
424	171	349.8651593923569
348	188	253.72335575520992
339	161	250.06214678287506
336	183	237.49782294034958
331	187	240.06296768784523
336	185	240.84069691598415
346	191	256.0763092711568
330	188	238.12661282718182
329	190	246.29170633852482
349	139	281.4663983415812
345	140	277.1338499034755
342	141	272.1998404478654
390	140	285.92365020886064
396	134	286.65421046316624
